Observation id,Observation date,Description,Media file,Total length,FPS,Location,Environment,Number of crows,Baited,Sentinel present,Code,Subject,Behavior,Behavioral category,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
038 - Landcaster Park - 3 crows - No Bait,2022-09-01 07:30:00,,H:/Crow videos/NOT CODED vids/038.MOV,236.390,59.94,"43.178470, -79.239195",Major Green Space,3, no,yes,038,Individual 2,Peck at Food/Bait,Foraging,,POINT,17.669,17.669,NA,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Head Down,Vigilance,,STATE,17.897,19.142,1.245,,
038 - Landcaster Park - 3 crows - No Bait,2022-09-01 07:30:00,,H:/Crow videos/NOT CODED vids/038.MOV,236.390,59.94,"43.178470, -79.239195",Major Green Space,3, no,yes,038,Individual 1,Head Down,Vigilance,,STATE,17.902,26.145,8.243,,
020 - FVM - 2 crows - No Bait,2022-06-25 06:20:00,,D:/Crow videos/020.MOV,87.790,59.94,"43.182620, -79.245815",Major Green Space,2, no, no,020,Individual 2,Head Down,Vigilance,,STATE,17.904,19.152,1.248,,
027 - FVM - 2 crows - Baited,2022-07-19 06:30:00,"Period of time when Individual 1 is perched, not foraging. (not coded)",D:/Crow videos/027.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes, no,027,Individual 1,Peck at Food/Bait,Foraging,,POINT,17.904,17.904,NA,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Peck at Food/Bait,Foraging,,POINT,17.909,17.909,NA,,
031 - FVM - 2 crows - Baited,2022-07-26 06:37:00,,D:/Documents/Brock U - MSc/Thesis/Videos/031.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,031,Individual 1,Head Down,Vigilance,,STATE,17.911,18.648,0.737,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,18.154,18.154,NA,,
020 - FVM - 2 crows - No Bait,2022-06-25 06:20:00,,D:/Crow videos/020.MOV,87.790,59.94,"43.182620, -79.245815",Major Green Space,2, no, no,020,Individual 2,Peck at Food/Bait,Foraging,,POINT,18.155,18.155,NA,,
029 - FVM - 2 crows - Baited,2022-07-22 06:30:00,,D:/Crow videos/029.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,029,Individual 1,Peck at Food/Bait,Foraging,,POINT,18.155,18.155,NA,,
037 - Lancaster Park - 4 crows - No Bait,2022-08-27 08:23:00,,H:/Crow videos/NOT CODED vids/037.MOV,230.580,59.94,"43.178580, -79.239173",Major Green Space,4, no,yes,037,Individual 2,Moving,Vigilance,Walking,STATE,18.166,18.915,0.749,,
031 - FVM - 2 crows - Baited,2022-07-26 06:37:00,,D:/Documents/Brock U - MSc/Thesis/Videos/031.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,031,Individual 1,Peck at Food/Bait,Foraging,,POINT,18.400,18.400,NA,,
038 - Landcaster Park - 3 crows - No Bait,2022-09-01 07:30:00,,H:/Crow videos/NOT CODED vids/038.MOV,236.390,59.94,"43.178470, -79.239195",Major Green Space,3, no,yes,038,Individual 2,Peck at Food/Bait,Foraging,,POINT,18.416,18.416,NA,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 1,Head Down,Vigilance,,STATE,18.417,19.412,0.995,,
024 - FVM - 2 crows - No Bait,2022-07-07 06:13:00,,D:/Crow videos/024.MOV,191.890,59.94,"43.182620, -79.245815",Major Green Space,2, no,yes,024,Individual 1,Head Up,Vigilance,,STATE,18.421,22.423,4.002,,
031 - FVM - 2 crows - Baited,2022-07-26 06:37:00,,D:/Documents/Brock U - MSc/Thesis/Videos/031.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,031,Individual 1,Head Up,Vigilance,,STATE,18.649,20.402,1.753,,
029 - FVM - 2 crows - Baited,2022-07-22 06:30:00,,D:/Crow videos/029.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,029,Individual 1,Peck at Food/Bait,Foraging,,POINT,18.652,18.652,NA,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 3,Peck at Food/Bait,Foraging,,POINT,18.652,18.652,NA,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 3,Head Down,Vigilance,,STATE,18.652,18.901,0.249,,
027 - FVM - 2 crows - Baited,2022-07-19 06:30:00,"Period of time when Individual 1 is perched, not foraging. (not coded)",D:/Crow videos/027.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes, no,027,Individual 1,Peck at Food/Bait,Foraging,,POINT,18.653,18.653,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,18.654,18.654,NA,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 1,Peck at Food/Bait,Foraging,,POINT,18.654,18.654,NA,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 3,Head Up,Vigilance,,STATE,18.902,20.152,1.250,,
034 - NF Subways PLot - 1 crow - Baited,2022-08-02 07:46:00,,H:/Crow videos/NOT CODED vids/034.MOV,1200.050,59.94,"43.114516, -79.113412",Community Commercial,1,yes, no,034,Individual 1,Moving,Vigilance,Walking,STATE,18.908,20.907,1.999,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Head Up,Vigilance,,STATE,18.915,19.417,0.502,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 1,Peck at Food/Bait,Foraging,,POINT,18.915,18.915,NA,,
037 - Lancaster Park - 4 crows - No Bait,2022-08-27 08:23:00,,H:/Crow videos/NOT CODED vids/037.MOV,230.580,59.94,"43.178580, -79.239173",Major Green Space,4, no,yes,037,Individual 2,Head Down,Vigilance,,STATE,18.916,20.156,1.240,,
041 - FVM - 7 crows - Baited,2022-09-10 08:04:00,,H:/Crow videos/NOT CODED vids/041.MOV,1366.520,59.94,"43.180794, -79.244033",Major Green Space,7,yes,yes,041,Individual 2,Head Up,Vigilance,,STATE,19.143,21.139,1.996,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Peck at Food/Bait,Foraging,,POINT,19.149,19.149,NA,,
029 - FVM - 2 crows - Baited,2022-07-22 06:30:00,,D:/Crow videos/029.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,029,Individual 1,Head Up,Vigilance,,STATE,19.152,22.427,3.275,,
020 - FVM - 2 crows - No Bait,2022-06-25 06:20:00,,D:/Crow videos/020.MOV,87.790,59.94,"43.182620, -79.245815",Major Green Space,2, no, no,020,Individual 2,Head Up,Vigilance,,STATE,19.153,23.652,4.499,,
038 - Landcaster Park - 3 crows - No Bait,2022-09-01 07:30:00,,H:/Crow videos/NOT CODED vids/038.MOV,236.390,59.94,"43.178470, -79.239195",Major Green Space,3, no,yes,038,Individual 2,Peck at Food/Bait,Foraging,,POINT,19.168,19.168,NA,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 1,Moving,Vigilance,Flying,STATE,19.404,21.154,1.750,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 1,Away from Bait,,,STATE,19.404,20.654,1.250,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 1,Away from Bait,,,STATE,19.404,20.654,1.250,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 1,Away from Bait,,,STATE,19.404,20.654,1.250,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 1,Away from Bait,,,STATE,19.404,20.654,1.250,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 1,Head Up,Vigilance,,STATE,19.413,19.652,0.239,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Head Down,Vigilance,,STATE,19.418,22.156,2.738,,
035 - Charles Ansell Park - 3 crows - No Bait,2022-08-24 08:25:00,,H:/Crow videos/NOT CODED vids/035.MOV,500.050,59.94,"43.214244, -79.213456",Major Green Space,3, no,yes,035,No focal subject,Disturbance,,Vehicle,POINT,19.645,19.645,NA,,
035 - Charles Ansell Park - 3 crows - No Bait,2022-08-24 08:25:00,,H:/Crow videos/NOT CODED vids/035.MOV,500.050,59.94,"43.214244, -79.213456",Major Green Space,3, no,yes,035,No focal subject,Disturbance,,Vehicle,POINT,19.645,19.645,NA,,
035 - Charles Ansell Park - 3 crows - No Bait,2022-08-24 08:25:00,,H:/Crow videos/NOT CODED vids/035.MOV,500.050,59.94,"43.214244, -79.213456",Major Green Space,3, no,yes,035,No focal subject,Disturbance,,Vehicle,POINT,19.645,19.645,NA,,
035 - Charles Ansell Park - 3 crows - No Bait,2022-08-24 08:25:00,,H:/Crow videos/NOT CODED vids/035.MOV,500.050,59.94,"43.214244, -79.213456",Major Green Space,3, no,yes,035,No focal subject,Disturbance,,Vehicle,POINT,19.645,19.645,NA,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Peck at Food/Bait,Foraging,,POINT,19.650,19.650,NA,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 1,Head Down,Vigilance,,STATE,19.652,19.653,0.001,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 2,Moving,Vigilance,Flying,STATE,19.652,21.153,1.501,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 2,Away from Bait,,,STATE,19.652,20.402,0.750,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 2,Away from Bait,,,STATE,19.652,20.402,0.750,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 2,Away from Bait,,,STATE,19.652,20.402,0.750,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 2,Away from Bait,,,STATE,19.652,20.402,0.750,,
027 - FVM - 2 crows - Baited,2022-07-19 06:30:00,"Period of time when Individual 1 is perched, not foraging. (not coded)",D:/Crow videos/027.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes, no,027,Individual 1,Peck at Food/Bait,Foraging,,POINT,19.654,19.654,NA,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,19.656,19.656,NA,,
037 - Lancaster Park - 4 crows - No Bait,2022-08-27 08:23:00,,H:/Crow videos/NOT CODED vids/037.MOV,230.580,59.94,"43.178580, -79.239173",Major Green Space,4, no,yes,037,Individual 1,Head Down,Vigilance,,STATE,19.891,20.645,0.754,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 1,Peck at Food/Bait,Foraging,,POINT,19.898,19.898,NA,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 1,Head Down,Vigilance,,STATE,19.898,20.146,0.248,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Peck at Food/Bait,Foraging,,POINT,19.908,19.908,NA,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 4,Head Down,Vigilance,,STATE,20.147,28.648,8.501,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Head Up,Vigilance,,STATE,20.150,20.907,0.757,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 3,Head Down,Vigilance,,STATE,20.153,20.901,0.748,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 5,Moving,Vigilance,Flying,STATE,20.153,21.154,1.001,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 5,Away from Bait,,,STATE,20.153,20.904,0.751,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 5,Away from Bait,,,STATE,20.153,20.904,0.751,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 5,Away from Bait,,,STATE,20.153,20.904,0.751,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 5,Away from Bait,,,STATE,20.153,20.904,0.751,,
027 - FVM - 2 crows - Baited,2022-07-19 06:30:00,"Period of time when Individual 1 is perched, not foraging. (not coded)",D:/Crow videos/027.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes, no,027,Individual 1,Peck at Food/Bait,Foraging,,POINT,20.155,20.155,NA,,
038 - Landcaster Park - 3 crows - No Bait,2022-09-01 07:30:00,,H:/Crow videos/NOT CODED vids/038.MOV,236.390,59.94,"43.178470, -79.239195",Major Green Space,3, no,yes,038,Individual 2,Peck at Food/Bait,Foraging,,POINT,20.155,20.155,NA,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 1,Head Up,Vigilance,,STATE,20.155,21.153,0.998,,
036 - FVM - 2 crows - Baited,2022-08-27 07:48:00,2 crows fly in and start a fight with individual 2. Not considered part of the group (Nb of crows = 2),H:/Crow videos/NOT CODED vids/036.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,036,Individual 1,Peck at Food/Bait,Foraging,,POINT,20.157,20.157,NA,,
037 - Lancaster Park - 4 crows - No Bait,2022-08-27 08:23:00,,H:/Crow videos/NOT CODED vids/037.MOV,230.580,59.94,"43.178580, -79.239173",Major Green Space,4, no,yes,037,Individual 2,Moving,Vigilance,Walking,STATE,20.157,21.655,1.498,,
032  - Ontario St. Tim Hortons - 4 crows - No Bait,2022-07-27 06:21:00,,D:/Documents/Brock U - MSc/Thesis/Videos/032.MOV,619.720,59.94,"43.171783, -79.265237",Arterial Commercial,4, no, no,032,Individual 2,Moving,Vigilance,Walking,STATE,20.392,21.141,0.749,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 4,Peck at Food/Bait,Foraging,,POINT,20.398,20.398,NA,,
031 - FVM - 2 crows - Baited,2022-07-26 06:37:00,,D:/Documents/Brock U - MSc/Thesis/Videos/031.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,031,Individual 1,Head Down,Vigilance,,STATE,20.403,21.152,0.749,,
040 - Dairy Queen PLot - 3 crows - Baited,2022-09-08 08:50:00,,H:/Crow videos/NOT CODED vids/040.MOV,1200.050,59.94,"43.178229, -79.240608",Major Green Space,3,yes,yes,040,Individual 2,Head Down,Vigilance,,STATE,20.403,22.915,2.512,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 3,Peck at Food/Bait,Foraging,,POINT,20.404,20.404,NA,,
037 - Lancaster Park - 4 crows - No Bait,2022-08-27 08:23:00,,H:/Crow videos/NOT CODED vids/037.MOV,230.580,59.94,"43.178580, -79.239173",Major Green Space,4, no,yes,037,Individual 1,Moving,Vigilance,Walking,STATE,20.646,21.145,0.499,,
031 - FVM - 2 crows - Baited,2022-07-26 06:37:00,,D:/Documents/Brock U - MSc/Thesis/Videos/031.MOV,1200.050,59.94,"43.182620, -79.245815",Major Green Space,2,yes,yes,031,Individual 1,Peck at Food/Bait,Foraging,,POINT,20.653,20.653,NA,,
040 - Dairy Queen PLot - 3 crows - Baited,2022-09-08 08:50:00,,H:/Crow videos/NOT CODED vids/040.MOV,1200.050,59.94,"43.178229, -79.240608",Major Green Space,3,yes,yes,040,Individual 2,Peck at Food/Bait,Foraging,,POINT,20.654,20.654,NA,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 6,Moving,Vigilance,Flying,STATE,20.655,21.904,1.249,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 6,Away from Bait,,,STATE,20.655,21.655,1.000,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 6,Away from Bait,,,STATE,20.655,21.655,1.000,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 6,Away from Bait,,,STATE,20.655,21.655,1.000,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 6,Away from Bait,,,STATE,20.655,21.655,1.000,,
020 - FVM - 2 crows - No Bait,2022-06-25 06:20:00,,D:/Crow videos/020.MOV,87.790,59.94,"43.182620, -79.245815",Major Green Space,2, no, no,020,Individual 1,Head Down,Vigilance,,STATE,20.900,24.407,3.507,,
043-2 - Esso PLot - 25 crows - Baited,2022-09-28 08:19:00,,H:/Crow videos/NOT CODED vids/043-2.MOV,121.607,59.94,"43.177676, -79.265514",Buisness Commercial Employment,25,yes,yes,043,Individual 3,Head Up,Vigilance,,STATE,20.902,21.152,0.250,,
039 - Glen Morris Dr - 2 crows - Baited,2022-09-01 08:20:00,,H:/Crow videos/NOT CODED vids/039.MOV,574.870,59.94,"43.139716, -79.237330",Minor Green space,2,yes, no,039,Individual 2,Head Down,Vigilance,,STATE,20.908,21.408,0.500,,
